1037219108,FPDM Holdings LLC,7631 South Ave,Youngstown,OH,44512
1037229100,Middle Branch LLC,154 E 33rd St,New York,NY,10016
1037239103,MJK Foods LLC,32 Mulberry Street,New York,NY,10013
1037249106,LAB ORIENTAL GROUP LLC,11066 Pecan Park Blvd Ste 402,Cedar Park,TX,78613
1037259109,TacoVision,244 E. 53rd street,New York,NY,10022
1037269101,ABS DINER INC,281 Allwood Rd,Clifton,NJ,7012
1037279104,Da Metry Store LLC,3000 Veterans Memorial Blvd,Metairie,LA,70002
1037289107,Z Dunn Enterprises LLLP,6453 N Oracle Rd,Tucson,AZ,85704
1037299110,2692 LA CIENEGA LLC,2692 S. La Cienega Blvd.,Los Angeles,CA,90034
1037309100,Oak Pointe Investments LLC,506 W Broadway St,Mount Pleasant,MI,48858
1037319103,Long Acre Inc,179 Main St,Ashland,MA,1721
1037329106,GoodWorks LLC,3012 University Ave,Grand Forks,ND,58203
1037339109,Fleet Street Entertainment LLC,207 Printers Alley #101,Nashville,TN,37201
1037349101,Last Call 2 LLC,120 N Main St,George,IA,51237
1037359104,CuencaII LLC,2800 W Foster Ave,Chicago,IL,60625
1037369107,The Mountain Barn Inc.,174 Worcester Road,Princeton,MA,1541
1037379110,EL SABOR DE LA BAJA INC,625 H St,CHULA VISTA,CA,91910
1037389102,Variety Coffee (West) LLC,1910 Fillmore St,San Francisco,CA,94115
1037399105,Legacy BG LLC,300 Marietta St NW Suite 4B,Atlanta,GA,30313
1037409106,Pasta Shop LLC,325 Bowery,New York,NY,10003
1037419109,Sumida & Assoc. Inc.,2138 Main St,Wailuku,HI,96793
1037429101,Kinjo Inc.,67 Murray St,New York,NY,10007
1037439104,Crushed Red Holdings LLC,190 Carondelet Plz #1200,Saint Louis,MO,63105
1037449107,GIL INC,1400 L ST NW,WASHINGTON,DC,20005
1037459110,Submarine Station Inc,340 Roosevelt Rd,Glen Ellyn,IL,60137
1037469102,Janet Frank,9841 Jefferson Davis Hwy,Fredericksburg,VA,22407
1037479105,Mrs Mitchells Kitchen LLC,514 Westfield Rd,Holyoke,MA,1040
1037489108,Milos HY Inc,20 Hudson Yards,New York,NY,10001
1037499100,ETEP Free Inc,1207 W Hickory St,Denton,TX,76201
1037509101,south main salt and smoke llc,501 S Main St,Saint Charles,MO,63301
1037519104,Dew Drop Inn LLC,2801 8th St NE,Washington,DC,20017
1037529107,Harp & Crown Restaurant Group LLC,1525 Sansom St,Philadelphia,PA,19102
1037539110,PCRG2INC.,1957 E 20th St,Chico,CA,95928
1037549102,Gilt Edge Bar LLC,582 Washington St,San Francisco,CA,94111
1037559105,NBMM Holdings LLC,126 N Cedar Bluff Rd,Knoxville,TN,37923
1037569108,Banthai of michigan,50894 Romeo Plank Rd,Macomb,MI,48044
1037579100,OE Fifteen 10 LLC,24775 N Lake Pleasant Pkwy Suite 101,Peoria,AZ,85383
1037589103,Morars LLC,36 E 4th St Store front east,New York,NY,10003
1037599106,Glass House Enterprise LLC,4413 W Central Ave,Ottawa Hills,OH,43615
1037609107,WAFFA-SIS,28981 Lorain Rd,North Olmsted,OH,44070
1037619110,Christiana Treats LLC,735 Christiana Mall Space 1697,Newark,DE,19702
1037629102,16TH ST MARATHON GRILL ASSOCIATES LP,121 S 16th St,Philadelphia,PA,19102
1037639105,Mamas Boys of The West Inc.,3005 Bledsoe St Apt. 326,Fort Worth,TX,76107
1037649108,Ourbar And lounge,890 Oak St,Columbus,OH,43205
1037659100,O'Sullivan's Public House Inc.,12525 W North Ave,Brookfield,WI,53005
1037669103,C R Properties,2011 N Roan St Ste 35,Johnson City,TN,37601
1037679106,Progressive Growth LLC,110 S West St,Wilmington,DE,19801
1037689109,The Hummus Factory INC,1570 w Rosecrans ave #L,Manhattan Beach,CA,90266
1037699101,The Depot LLC,325 E 4th St,Reno,NV,89512
1037709102,Miller Property Management,1776 Chestnut St,New Ringgold,PA,17960
1037719105,TJSelzim Inc.,5340 H St,Sacramento,CA,95819
1037729108,Mata MandirInc,4047 Nolensville Pike,Nashville,TN,37211
1037739100,JM Katz Enterprises LLC,105 Saluda Pointe Ct. Suite B,Lexington,SC,29072
1037749103,C&I Ventures LLC,2810 3rd Ave S,Birmingham,AL,35233
1037759106,Macper LLC,41 1st Ave Storefront Storefront,New York,NY,10003
1037769109,Gorilladust Lane INC,3808 S. Pacific Hwy,Medford,OR,97501
1037779101,Bryan Grennell,1347 browning st Unit B,Redding,CA,96003
1037789104,MAC GERAILT INC,578 N College St,Newcomerstown,OH,43832
1037799107,389 Broome LLC,389 Broome St,New York,NY,10013
1037809108,The Lost Cajun Enterprises LLC,204 Main Street,Frisco,CO,80443
1037819100,El tesoro and grill inc,599 Ofarrell St,San Francisco,CA,94102
1037829103,LILEI INC,98-1005 Moanalua Rd Pearlridge Downtown Unit K4,Aiea,HI,96701
1037839106,B Nagy Holdings LLC,3379 Lake Shore Rd,Buffalo,NY,14219
1037849109,Cresco Food Inc.,9312 Rosecrans Ave,Bellflower,CA,90706
1037859101,Hawley Street Hospitality  Inc.,15 Hawley St,Binghamton,NY,13901
1037869104,Ziggy's Pizza LLC,401 W Van Buren St Suite B,Phoenix,AZ,85003
1037879107,Wichcraft Management LLC,1407 Broadway Storefront 1,New York,NY,10018
1037889110,Nonesuch LLC,803 N Hudson Ave,Oklahoma City,OK,73102
1037899102,NW Spirits LLC,209 N Washington St,Green Bay,WI,54301
1037909103,JCCH Inc.,1220 6th Street,Nevada,IA,50201
1037919106,Zorbas Taverna Inc.,97 Stafford St,Worcester,MA,1603
1037929109,ALLEN PARK CONEY ISLAND INC,23233 Outer Dr,Allen Park,MI,48101
1037939101,Grace Street Coffee Roasters LLC,3210 Grace St NW Ste 106A,Washington,DC,20007
1037949104,221 North 4th Rest Corp,221 N 4th St,Brooklyn,NY,11211
1037959107,New Beverage Ventures LLC,715 Arendell St,Morehead City,NC,28557
1037969110,Three John's Inc.,2310 Babcock Blvd,Pittsburgh,PA,15237
1037979102,CapTen Enterprises Inc,5424 Washington Ct,Lake Oswego,OR,97035
1037989105,Hammontree's Gourmet Inc,326 N West Ave Ste 8,Fayetteville,AR,72701
1037999108,218 East 52nd Street Restaurant llc,218 east 52 street,New York,NY,10022
1038009106,Bennett Valley Superburger LLC,2781 Yulupa Ave,Santa Rosa,CA,95405
1038019109,EBNB 70 Pine Owner LLC,70 Pine Street 10th Floor office,New York,NY,10005
1038029101,Zocalo Tavern LLC,636 S 6th St,Milwaukee,WI,53204
1038039104,Food's Style USA Inc,14827 NE 13th St,Bellevue,WA,98007
1038049107,Koja Grill LLC.,199 Grand St,Brooklyn,NY,11211
1038059110,Pallino Seatac LLC,2020 124th Ave NE Ste C207,Bellevue,WA,98005
1038069102,Cheffield Restaurants Inc.,275 Oakleigh Ave,Calverton,NY,11933
1038079105,Aringa LLC,7499 Bringham,Gates Mills,OH,44040
1038089108,Peacock Investments LLC,910 E 500 S,Declo,ID,83323
1038099100,KAYA SUSHI CJ INC,2283 Ellsworth Rd,Ypsilanti,MI,48197
1038109101,RUM SUGAR LIME LLC,1039 S Virginia St,Reno,NV,89502
1038119104,Tremont Enterprises LLC,19860 Ingersoll Dr,Rocky River,OH,44116
1038129107,Bluewater Management Group Inc,22631 Route 68,Clarion,PA,16214
1038139110,Locust Street Restaurant Group LLC,1723 Locust St,Philadelphia,PA,19103
1038149102,Native Son Brewery LLC,816 E Broadway Ste 201,Columbia,MO,65201
1038159105,Meadow Wood Catering LLC,461 US-10,Randolph,NJ,7869
1038169108,Sekushi IP LLC,2223 N West Shore Blvd Ste B213,Tampa,FL,33607
1038179100,Well Two Inc,431 White Plains Rd,Eastchester,NY,10709
1038189103,Bluestem Ventures LLC,109 W Lost St,Durant,OK,74701
1038199106,CHIA FOODS INC,1990 Village Center Cir Ste 3,Las Vegas,NV,89134
1038209107,Dartmouth Persys Place LLC,715 State Rd,North Dartmouth,MA,2747
1038219110,4902 Skillman Cafe LLC,4902 Skillman Ave,Woodside,NY,11377
1038229102,QUATRO FOODS INC,218 W Freeman St,Carbondale,IL,62901
1038239105,Twenty Seven Restaurant LLC,5074 Sunrise Hwy,Massapequa Park,NY,11762
1038249108,Kalimkosella Group LLC,1563 Decatur St 1-D,Ridgewood,NY,11385
1038259100,Jump Higher LLC,1647 W Fulton St Ste 2,Chicago,IL,60612
1038269103,SeanPaul LLC,809 Meridian St,Nashville,TN,37207
1038279106,Plant Seeds Cook LLC,1482 Blair Ave,Saint Paul,MN,55104
1038289109,HEK Enterprise LLC,636 Ridge Rd,Monmouth Junction,NJ,8852
1038299101,SGA LLC,7001 Crider Rd,Mars,PA,16046
1038309102,Civetta Partners LLC,115 E 60th St,New York,NY,10022
1038319105,HGS 5 Enterprises Inc,42476 Cherry Hill Rd,Canton,MI,48187
1038329108,tony L & L inc,2560 McCarthy Mall,Honolulu,HI,96826
1038339100,Williamsburg Pizza UES LLC,1615 2nd Ave,New York,NY,10028
1038349103,The Barrio LLC,1609 Powell St,San Francisco,CA,94133
1038359106,Graffiti Junktion 18 LLC,700 E Washington Street,Orlando,FL,32801
1038369109,LARRY & JIMMY INC,104 N MAIN ST,PLEASANT GAP,PA,16823
1038379101,Easy Dough LLC,3030 47th Ave,Long Island City,NY,11101
1038389104,Frisconian Enterprises LLC,1355 Taraval St,San Francisco,CA,94116
1038399107,Kelly's Logan House,1701 Delaware Ave,Wilmington,DE,19806
1038409108,Cumberland and East Bay LP,205 E Bay St,Charleston,SC,29401
1038419100,LUCKY STRIKE ENTERTAINMENT LLC,16350 VENTURA BLVD SUITE D815,ENCINO,CA,91436
1038429103,REGULAR WOW LLC,248 Dekalb Ave,Brooklyn,NY,11205
1038439106,Uncommons LLC,230 Thompson St,New York,NY,10012
1038449109,Grewal Foods LLC,150 Route 70 E,Marlton,NJ,8053
1038459101,Aurora International LLC,206 Main St,East Aurora,NY,14052
1038469104,MDIII LLC,8253 Mayberry Sq S,Sylvania,OH,43560
1038479107,JPPJ LLC,301 E Yamato Rd Suite 1201,Boca Raton,FL,33431
1038489110,CUISINE CONCEPTS LLC,3735 Davis Dr Ste 105,Morrisville,NC,27560
1038499102,GARRITY PARTNERS LLC,67 Garrity St,Pawtucket,RI,2861
1038509103,Jam Ventures LLC,1400 I St NW,Washington,DC,20005
1038519106,Ema Resrtaurant Corp,2620 Merrick Rd,Bellmore,NY,11710
1038529109,VENKY'S INTERNATIONAL LLC,1001 Lakeshore Dr,The Villages,FL,32162
1038539101,Capitol Q Restaurants LLC,152 West 57th Street 32nd Floor,New York,NY,10019
1038549104,Five Below LLC,1 Augusta Street Ste 126,Greenville,SC,29601
1038559107,AC FOOD HALL PARTNERS LLC,15a Melanie Ln Ste 6,East Hanover,NJ,7936
1038569110,TR Steak Pasadena,4105 Mountain Rd,Pasadena,MD,21122
1038579102,MCFNY3 LLC,599 JOHNSON AVENUE,BROOKLYN,NY,11237
1038589105,THREE K BUFFALO INC,3500 East West Hwy FC9,Hyattsville,MD,20782
1038599108,Soups On! LLC,15255 NE 40th St,Redmond,WA,98052
1038609109,White Crow Cider Company LLC,1719 N Rock Rd Ste 133,Wichita,KS,67206
1038619101,La Goulue 61 LLC,29 E 61st St,New York,NY,10065
1038629104,Nonna Bella's Pizzeria LLC,717 S Arkansas Ave,Russellville,AR,72801
1038639107,Nanny O's LLC,3319 Connecticut Ave NW,Washington,DC,20008
1038649110,Felice Gold Street LLC,15 Gold St,New York,NY,10038
1038659102,R&B Inn LLC,2240 Freeport Rd,Kittanning,PA,16201
1038669105,Central Resto LLC,1001 Pennsylvania Ave NW Ste 106,Washington,DC,20004
1038679108,Panacea of the Islands Inc.,629 Oemler Loop,Savannah,GA,31410
1038689100,Downtown Nutrition LLC,150 Ottawa Ave NW Suite 102,Grand Rapids,MI,49503
1038699103,Royal Bagel 1 Inc,560 Bloomfield Ave,Montclair,NJ,7042
1038709104,CHRISTAS VALLEY INVESTMENT LP,4471 Lawn Ave,Western Springs,IL,60558
1038719107,Shinya Shokudo LLC,2041 3rd Ave,Seattle,WA,98121
1038729110,Sycamore Enterprises LLC,1382 Poplar Ave,Memphis,TN,38104
1038739102,525 BROAD LLC,525 Broad St,Elyria,OH,44035
1038749105,T.M.S. Enterprises Limited Partnership,6500 San Mateo Blvd NE,Albuquerque,NM,87109
1038759108,2317LLC,110 E Grand River Ave,Brighton,MI,48116
1038769100,TAVERN 101 INC,28434 Roadside Drive,Agoura Hills,CA,91301
1038779103,Main St Pub LLC,4301 Main St,Philadelphia,PA,19127
1038789106,Progressive Restaurant LLC,16 W 22nd St,New York,NY,10010
1038799109,Silver Diner Holdings Inc.,12276 Rockville Pike,Rockville,MD,20852
1038809110,Seven Hills Hospitality Group,1307 N Monroe St Suite 2,Tallahassee,FL,32303
1038819102,TM SUBS 22 INC,709-D W. Perkins Ave.,Sandusky,OH,44870
1038829105,WENDELKEN INC,2028 north country road,Wading River,NY,11792
1038839108,Red Brick Partners LLC,143 E Main St,Columbus,OH,43215
1038849100,542 TACO LLC,524 9th Ave,New York,NY,10018
1038859103,Local Cantina Clintonville LLC,3126 N High St,Columbus,OH,43202
1038869106,Cutter Restaurant Group LLC,2253 E Briarwood Ave ste B5-509,Centennial,CO,80122
1038879109,BXB UCIL INC,608 E Green St STE 101,Champaign,IL,61820
1038889101,Don Antonio Restaurant LLC,309 W 50th St,New York,NY,10019
1038899104,Fat Fish Bar & Grill Inc,234 W 31st St,Chicago,IL,60616
1038909105,Grant Bar Inc,114 Grant Avenue,Pittsburgh,PA,15209
1038919108,SHANTY101 LLC,126 Chesterfield Dr,Cardiff By The Sea,CA,92007
1038929100,King Restaurant & Bar LLC,1340 Kapiolani Blvd Suite 101,Honolulu,HI,96814
1038939103,SWDP Restaurant Group LLC,112 1/2 W Franklin St,Chapel Hill,NC,27516
1038949106,Three Amigos Venture,717 Olde Settler Pl,Columbus,OH,43214
1038959109,Low Country Foods LLC,300 W Camelback Rd,Phoenix,AZ,85013
1038969101,Restaurant Associates of Providence LLC I,278 Scranton Ave,Falmouth,MA,2540
1038979104,4222 Old Town LLC,4222 N Scottsdale Rd,Scottsdale,AZ,85251
1038989107,Phillips Crab House Inc.,2004 N. Philadelphia Ave.,Ocean  City,MD,21842
1038999110,Munster Pub Investors LLC,2800 S Randolph St Ste 110,Arlington,VA,22206
1039009108,JACK'S CUISINE NY LLC,1591 McDonald Ave,Brooklyn,NY,11230
1039019100,New Age Bay City Corporation,512 E Midland,Bay City,MI,48706
1039029103,Rawbar Inc,724 Iberville St,New Orleans,LA,70130
1039039106,Deciduous One LLC,5528 Walnut St,Pittsburgh,PA,15232
1039049109,Clark's Austin LLC,1200 W 6th St,Austin,TX,78703
1039059101,Godspeed Enterprises LLC,2225 S Ortonville Rd,Ortonville,MI,48462
1039069104,TRG LLC,123 Bent St,Taos,NM,87571
1039079107,IPOT PLANO LLC,240 Legacy Dr STE116,Plano,TX,75023
1039089110,Provecho LLC,901 N 1st Street #104,Phoenix,AZ,85004
1039099102,Wilson Restaurant Management Inc.,3225 Us Highway 41 W,Marquette,MI,49855
1039109103,301 SOUTH LLC,301 S End Ave,New York,NY,10280
1039119106,Denali Subway LLC,238.6 Parks Highway,Denali National Park,AK,99755
1039129109,Darien DC LLC,1309 5th St NE,Washington,DC,20002
1039139101,WhiskeyBarrelBar LLC,247 W 30th St Frnt 1,New York,NY,10001
1039149104,Rye Rye Adventures LLC,209 4th St,Des Moines,IA,50309
1039159107,TFR LLC,12808 Victory Blvd,North Hollywood,CA,91606
1039169110,517 S Hudson LLC,517 S Hudson Ave,Oklahoma City,OK,73109
1039179102,Pourhouse HSV LLC,3414 Governors Dr SW Suite 500,Huntsville,AL,35805
1039189105,Blackbird LLC,6 Way Rd,Middlefield,CT,6455
1039199108,The Patterson House LLC,1711 Division St,Nashville,TN,37203
1039209109,Spa Restaurant Group,51 Front St,Ballston Spa,NY,12020
1039219101,Choice Restaurants LLC,47 Russell St,Rochester,NY,14607
1039229104,Saiph Management (Burgerim),18 Hamilton St Space J30 (next to Lombardo's Pizza),Dobbs Ferry,NY,10522
1039239107,JASDAR INC,11224 Tamiami Trl N,Naples,FL,34110
1039249110,Jahlookova natural organic health mart,51East 125 St,New York,NY,10035
1039259102,Chad Watkins LLC,119 Stanton Ave Ste 301,Ames,IA,50014
1039269105,Wrapped Up LLC,1 Hichborn Street,AUGUSTA,ME,4330
1039279108,Strawberry Moon Inc,204 S Main St,Wauconda,IL,60084
1039289100,Fering Acquisitions Inc.,22 N Carroll St Suite 104,Madison,WI,53703
1039299103,Sloan Zakaria Inc.,110 E. Huron Rd.,Au Gres,MI,48703
1039309104,JNA Food Corp,4126 Hylan Blvd,Staten Island,NY,10308
1039319107,Murphys Grille Restaurant LLC,380 Main St Ste 1,Murphys,CA,95247
1039329110,KB IV LLC,1570 E Golf Rd,Schaumburg,IL,60173
1039339102,Cisco's Restaurant Bakery & Bar LLC,1511 E 6th St,Austin,TX,78702
1039349105,9 1/2 Harper Sub Shops LLC,24512 Harper Ave,Saint Clair Shores,MI,48080
1039359108,DREAMAX INC,745 E Broadway,Long Beach,CA,90802
1039369100,Concept Entertainment Four LLC,32 NW 3rd Ave,Portland,OR,97209
1039379103,Daily Green II LLC,111 E  Broadway Ste 170,Salt Lake City,UT,84111
1039389106,Olympia Provisions Sandwich Eatery LLC,701 SW 6th Ave,Portland,OR,97204
1039399109,The Green Zone LLC,2226 18th St NW,Washington,DC,20009
1039409110,IRISH RIVIERA LLC,2031 HIGHWAY 71,SPRING LAKE,NJ,7762
1039419102,JPJ Rochester Inc,729 Park Ave Rear,Rochester,NY,14607
1039429105,Wolfish LLC,911 Ellsworth Dr,Silver Spring,MD,20910
1039439108,Polk Street Partner LP,2227 Polk St,San Francisco,CA,94109
1039449100,Rozmarllc,4140 Carlisle Rd,Dover,PA,17315
1039459103,The Empanada Maker Restaurants Inc.,26131 La Paz Rd Ste B3,Mission Viejo,CA,92691
1039469106,Mahant Krupa LLC,240 Tanger Outlet Blvd Unit 106,Pooler,GA,31322
1039479109,MartketSB LLC,536 Market St,San Diego,CA,92101
1039489101,TATR LLC,1499 Valencia St,San Francisco,CA,94110
1039499104,Waterfall Bar and Grill LTD,2 FORGE POND,CANTON,MA,2021
1039509105,Honey n Ham Inc.,13910 E Indiana Ave Ste B,Spokane Valley,WA,99216
1039519108,Stall 38 LLC,6700 Essington Ave Suite J242,PHILADELPHIA,PA,19153
1039529100,156 Seventh Avenue Group LLC,156 Seventh Avenue,New York,NY,10011
1039539103,FSM Venture 95 LLC,2541 Broadway,NEW YORK,NY,10025
1039549106,Shark Men LLC,4906 Brenman Park Dr,Alexandria,VA,22304
1039559109,Sabre Brewing Company LLC,2870 Scott Street 102,Vista,CA,92081
1039569101,Ladder 133 LLC,133 Douglas Ave,Providence,RI,2908
1039579104,HH NJ Hospitality LLC,300 Yorktown Plz,Elkins Park,PA,19027
1039589107,The Lost Bread,1595 E 400 S,Pleasant Grove,UT,84062
1039599110,Crimson Valley LLC,11003 E Sprague Ave,Spokane Valley,WA,99206
1039609100,Mouse and Stye LLC,1703 S 11th St,Philadelphia,PA,19148
1039619103,Mercer Cafe II LLC,4920 S 15th St,Philadelphia,PA,19112
1039629106,Willards MN LLC,133-35 South Main St.,Cambridge,MN,55008
1039639109,MI CHALATECA RESTAURANT LLC,33427 Pacific Hwy S Ste A,Federal Way,WA,98003
1039649101,Recovery Sports Grill Greenbush LLC,279 Troy Rd,Rensselaer,NY,12144
1039659104,Bob's Pizza Plus Inc,8585 Gooch Hill Rd,Bozeman,MT,59718
1039669107,SARATOGA ASSETS INC,3 NORTHSIDE DRIVE,CLIFTON PARK,NY,12065
1039679110,ZIGGY'S CAFE & BAKERY LLC,120 E 7th St,Austin,TX,78701
1039689102,Crafty Cow LLC,153 E Wisconsin Ave,Oconomowoc,WI,53066
1039699105,CPGBH INC,156 Main Sreet,Bar Harbor,ME,4609
1039709106,Wokker MTM LLC,1040 W Cavalcade St,HOUSTON,TX,77009
1039719109,College Inn LLC,1511 University Ave,Charlottesville,VA,22903
1039729101,GaChewning LLC,170 Ashley Ave,Charleston,SC,29403
1039739104,Campus Entertainment Inc.,717 N 16th St,Milwaukee,WI,53233
1039749107,EBCC Inc,776Technology Way,Napa,CA,94558
1039759110,KARMAS1 LLC,146 Quakerbridge Mall,Lawrenceville,NJ,8648
1039769102,OTOPS LLC,4294 Mayfield Rd,Cleveland,OH,44121
1039779105,The Basin Restaurant Group LLC,14572 Big Basin Way,Saratoga,CA,95070
1039789108,Humble Farmer Brewing Co INC,116 S Imperial Ave Ste C,Imperial,CA,92251
1039799100,Blvd LLC,2221 Pacific Ave SE,Olympia,WA,98501
1039809101,Boba Brew,Morgan St. Food Hall 411 West Morgan St.,Raleigh,NC,27603
1039819104,LAKEVIEW LANDINGS LLC,7900 Lakeshore Dr,New Orleans,LA,70124
1039829107,Three Point Kings LLC,572 Manhattan Ave,Brooklyn,NY,11222
1039839110,Timberview Properties,40000 Garfield Rd,Clinton Township,MI,48038
1039849102,PBNYC2 CORP,462 W 49TH STREET,NEW YORK,NY,10019
1039859105,Coffee Solutions LLC,11432 Davenport St,Omaha,NE,68154
1039869108,AURORA ENTERTAINMENT LLC,462 Sunflower Ct,Yorkville,IL,60560
1039879100,LCABIN LLC,430 Perry Hwy,Harmony,PA,16037
1039889103,Common Ground Coffee House,516 Hawthorne St,Alexandria,MN,56308
1039899106,Jacks SB LLC,4195 Arbolado Dr,Walnut Creek,CA,94598
1039909107,IAN'S LLC,319 N Frances St,Madison,WI,53703
1039919110,sun valley brewing co,202 N Main St,Hailey,ID,83333
1039929102,Shaka Sandwich & Pizza Inc.,1770 S Kihei Rd,Kihei,HI,96753
1039939105,TRam Foodservice Management LLC,1701 West Golf Road # C-114,Rolling Meadows,IL,60008
1039949108,RebelTaqueriaLLC,1809 Reynolds Ave,North Charleston,SC,29405
1039959100,North Main Entertainment,145 N Main St,Bowling Green,OH,43402
1039969103,P3 MGMT INC,14460 New Falls of Neuse Rd Suite 183,Raleigh,NC,27614
1039979106,LAKETOWN INC,756 Foote Ave,Jamestown,NY,14701
1039989109,Teriyaki Restaurant 102 LLC,12345 W Capitol Dr,Wauwatosa,WI,53222
1039999101,FAT DADDY'S BBQ SHAK & SIX PAK,200 Pleasant Valley Blvd,Altoona,PA,16602
1040009105,Erro Inc,2933 W Montrose Ave,Chicago,IL,60618
1040019108,Mago,3762 Piedmont Ave,Oakland,CA,94611
1040029100,Hamilton's Catering Service Inc.,101 Main Street Box 177,Franklin,IL,62638
1040039103,NOVA Enterprises LLC.,11150 South Lakes Dr,Reston,VA,20191
1040049106,Pocket Bar NYC,455 W 48TH STREET,NEW YORK,NY,10036
1040059109,LDV Hospitality Holdings LLC,333 SE 2nd Ave Ste 3588,Miami,FL,33131
1040069101,Jack Rose LLC,614 SW 11th Ave.,Portland,OR,97205
1040079104,The Food Truck Depot,59 Potter st,Delaware,OH,43015
1040089107,Giuseppe & Sons Restaurant Group LLC,1523 Sansom Street,Philadelphia,PA,19102
1040099110,Sunset 5800 Magnet Partners LLC,5800 Sunset Dr,South Miami,FL,33143
1040109100,PTM Hospitality Holdings Inc.,320 N Jensen Rd Ste 4,Vestal,NY,13850
1040119103,Butchertown Grocery LLC,1076 E Washington St,Louisville,KY,40206
1040129106,Big Pig,1025 E 27th,Kearney,NE,68847
1040139109,Riverside Ballroom Inc.,1560 Main St,Green Bay,WI,54302
1040149101,Dixie Ave J LLC,1316 Avenue J,Brooklyn,NY,11230
1040159104,West Plymouth Restaurant Associates LLC,278 Scranton Ave,Falmouth,MA,2540
1040169107,Big Splash Fernandina Beach LLC,17 N Fletcher Ave,Fernandina Beach,FL,32034
1040179110,BLEIBURG RESTAURANT INC.,72 W 36th St,New York,NY,10018
1040189102,Ala Turk Inc.,1417 2nd ave,New York,NY,10021
1040199105,Star Bar LLC,756 E Washington Ave,Madison,WI,53703
1040209106,EN HAKKORE DAMEN INC,1840 N DAMEN AVE,CHICAGO,IL,60647
1040219109,shasbad INC,14635 Beechnut St Ste B suit B,Houston,TX,77083
1040229101,Three Good Things LLC,1403 University Ave,San Diego,CA,92103
1040239104,FASTT LLC,441 Post Rd,Fairfield,CT,6824
1040249107,Painted Plate Culinary Concepts  LLC,5029 E 5th St,Tucson,AZ,85711
1040259110,Chef On-site Catering LLC,147 Front Street,Brooklyn,NY,11201
1040269102,Circa Brewing Co.,141 Lawrence Street,Brooklyn,NY,11201
1040279105,NPBC Detroit LLC,644 Selden St,Detroit,MI,48201
1040289108,Brewsmiths LLC,326 N Main St,New Martinsville,WV,26155
1040299100,M2 Dining Inc.,3441 N Halsted St,Chicago,IL,60657
1040309101,SMM Fav Inc,8330 La Mesa Blvd,La Mesa,CA,91942
1040319104,Tonari llc,2838 se belmont st,portland,OR,97214
1040329107,Crimson Coconut LLC,557 20th Ave,Tuscaloosa,AL,35401
1040339110,OLI AND AUREL LLC,1348 Dekalb Ave 2ND FLR,Brooklyn,NY,11221
